LAUS,state_fips,county_fips,county,year,,Labor,Employed,Unemployed,unemploy_rate
CN0100100000000,1,1,"Autauga County, AL",2010,,"25,713","23,431","2,282",8.9
CN0100300000000,1,3,"Baldwin County, AL",2010,,"83,459","75,120","8,339",10
CN0100500000000,1,5,"Barbour County, AL",2010,,"10,221","8,959","1,262",12.3
CN0100700000000,1,7,"Bibb County, AL",2010,,"8,934","7,914","1,020",11.4
CN0100900000000,1,9,"Blount County, AL",2010,,"24,906","22,460","2,446",9.8
CN0101100000000,1,11,"Bullock County, AL",2010,,"4,941","4,356",585,11.8
CN0101300000000,1,13,"Butler County, AL",2010,,"9,261","7,998","1,263",13.6
CN0101500000000,1,15,"Calhoun County, AL",2010,,"51,559","45,699","5,860",11.4
CN0101700000000,1,17,"Chambers County, AL",2010,,"14,754","12,554","2,200",14.9
CN0101900000000,1,19,"Cherokee County, AL",2010,,"11,464","10,245","1,219",10.6
CN0102100000000,1,21,"Chilton County, AL",2010,,"19,462","17,464","1,998",10.3
CN0102300000000,1,23,"Choctaw County, AL",2010,,"4,860","4,216",644,13.3
CN0102500000000,1,25,"Clarke County, AL",2010,,"9,108","7,300","1,808",19.9
CN0102700000000,1,27,"Clay County, AL",2010,,"5,851","5,005",846,14.5
CN0102900000000,1,29,"Cleburne County, AL",2010,,"6,033","5,429",604,10
CN0103100000000,1,31,"Coffee County, AL",2010,,"21,088","19,271","1,817",8.6
CN0103300000000,1,33,"Colbert County, AL",2010,,"24,228","21,453","2,775",11.5
CN0103500000000,1,35,"Conecuh County, AL",2010,,"4,991","4,131",860,17.2
CN0103700000000,1,37,"Coosa County, AL",2010,,"4,654","3,937",717,15.4
CN0103900000000,1,39,"Covington County, AL",2010,,"16,417","14,721","1,696",10.3
CN0104100000000,1,41,"Crenshaw County, AL",2010,,"6,285","5,646",639,10.2
CN0104300000000,1,43,"Cullman County, AL",2010,,"35,959","32,202","3,757",10.4
CN0104500000000,1,45,"Dale County, AL",2010,,"22,072","20,124","1,948",8.8
CN0104700000000,1,47,"Dallas County, AL",2010,,"17,808","14,806","3,002",16.9
CN0104900000000,1,49,"DeKalb County, AL",2010,,"30,942","27,026","3,916",12.7
CN0105100000000,1,51,"Elmore County, AL",2010,,"36,683","33,362","3,321",9.1
CN0105300000000,1,53,"Escambia County, AL",2010,,"15,007","13,238","1,769",11.8
CN0105500000000,1,55,"Etowah County, AL",2010,,"44,000","39,193","4,807",10.9
CN0105700000000,1,57,"Fayette County, AL",2010,,"6,831","5,942",889,13
CN0105900000000,1,59,"Franklin County, AL",2010,,"14,255","12,724","1,531",10.7
CN0106100000000,1,61,"Geneva County, AL",2010,,"11,559","10,362","1,197",10.4
CN0106300000000,1,63,"Greene County, AL",2010,,"3,306","2,735",571,17.3
CN0106500000000,1,65,"Hale County, AL",2010,,"6,445","5,473",972,15.1
CN0106700000000,1,67,"Henry County, AL",2010,,"7,259","6,469",790,10.9
CN0106900000000,1,69,"Houston County, AL",2010,,"46,414","42,170","4,244",9.1
CN0107100000000,1,71,"Jackson County, AL",2010,,"24,348","21,468","2,880",11.8
CN0107300000000,1,73,"Jefferson County, AL",2010,,"318,520","285,627","32,893",10.3
CN0107500000000,1,75,"Lamar County, AL",2010,,"5,802","5,035",767,13.2
CN0107700000000,1,77,"Lauderdale County, AL",2010,,"43,596","39,193","4,403",10.1
CN0107900000000,1,79,"Lawrence County, AL",2010,,"14,901","13,024","1,877",12.6
CN0108100000000,1,81,"Lee County, AL",2010,,"66,764","60,758","6,006",9
CN0108300000000,1,83,"Limestone County, AL",2010,,"38,321","34,625","3,696",9.6
CN0108500000000,1,85,"Lowndes County, AL",2010,,"4,350","3,547",803,18.5
CN0108700000000,1,87,"Macon County, AL",2010,,"8,937","7,618","1,319",14.8
CN0108900000000,1,89,"Madison County, AL",2010,,"169,833","155,656","14,177",8.3
CN0109100000000,1,91,"Marengo County, AL",2010,,"8,136","7,021","1,115",13.7
CN0109300000000,1,93,"Marion County, AL",2010,,"13,215","11,423","1,792",13.6
CN0109500000000,1,95,"Marshall County, AL",2010,,"41,637","37,640","3,997",9.6
CN0109700000000,1,97,"Mobile County, AL",2010,,"192,730","170,943","21,787",11.3
CN0109900000000,1,99,"Monroe County, AL",2010,,"8,712","7,131","1,581",18.1
CN0110100000000,1,101,"Montgomery County, AL",2010,,"108,753","97,892","10,861",10
CN0110300000000,1,103,"Morgan County, AL",2010,,"57,817","51,600","6,217",10.8
CN0110500000000,1,105,"Perry County, AL",2010,,"3,891","3,236",655,16.8
CN0110700000000,1,107,"Pickens County, AL",2010,,"7,699","6,687","1,012",13.1
CN0110900000000,1,109,"Pike County, AL",2010,,"15,677","14,198","1,479",9.4
CN0111100000000,1,111,"Randolph County, AL",2010,,"9,706","8,410","1,296",13.4
CN0111300000000,1,113,"Russell County, AL",2010,,"23,814","21,225","2,589",10.9
CN0111500000000,1,115,"St. Clair County, AL",2010,,"38,280","34,397","3,883",10.1
CN0111700000000,1,117,"Shelby County, AL",2010,,"102,372","95,110","7,262",7.1
CN0111900000000,1,119,"Sumter County, AL",2010,,"5,777","5,006",771,13.3
CN0112100000000,1,121,"Talladega County, AL",2010,,"35,129","30,389","4,740",13.5
CN0112300000000,1,123,"Tallapoosa County, AL",2010,,"19,079","16,579","2,500",13.1
CN0112500000000,1,125,"Tuscaloosa County, AL",2010,,"93,915","85,273","8,642",9.2
CN0112700000000,1,127,"Walker County, AL",2010,,"27,279","23,815","3,464",12.7
CN0112900000000,1,129,"Washington County, AL",2010,,"7,385","6,335","1,050",14.2
CN0113100000000,1,131,"Wilcox County, AL",2010,,"3,066","2,261",805,26.3
CN0113300000000,1,133,"Winston County, AL",2010,,"9,883","8,304","1,579",16
CN0201300000000,2,13,"Aleutians East Borough, AK",2010,,"2,031","1,917",114,5.6
CN0201600000000,2,16,"Aleutians West Census Area, AK",2010,,"3,955","3,755",200,5.1
CN0202000000000,2,20,"Anchorage Borough/municipality, AK",2010,,"157,923","147,539","10,384",6.6
CN0205000000000,2,50,"Bethel Census Area, AK",2010,,"7,161","6,114","1,047",14.6
CN0206000000000,2,60,"Bristol Bay Borough, AK",2010,,505,456,49,9.7
CN0206800000000,2,68,"Denali Borough, AK",2010,,"1,011",891,120,11.9
CN0207000000000,2,70,"Dillingham Census Area, AK",2010,,"2,089","1,878",211,10.1
CN0209000000000,2,90,"Fairbanks North Star Borough, AK",2010,,"48,285","45,083","3,202",6.6
CN0210000000000,2,100,"Haines Borough, AK",2010,,"1,150","1,028",122,10.6
CN0210500000000,2,105,"Hoonah-Angoon Census Area, AK",2010,,"1,064",915,149,14
CN0211000000000,2,110,"Juneau Borough/city, AK",2010,,"17,903","16,848","1,055",5.9
CN0212200000000,2,122,"Kenai Peninsula Borough, AK",2010,,"27,001","24,310","2,691",10
CN0213000000000,2,130,"Ketchikan Gateway Borough, AK",2010,,"7,123","6,501",622,8.7
CN0215000000000,2,150,"Kodiak Island Borough, AK",2010,,"6,470","5,993",477,7.4
CN0215800000000,2,158,"Kusilvak Census Area, AK",2010,,"2,658","2,115",543,20.4
CN0216400000000,2,164,"Lake and Peninsula Borough, AK",2010,,604,517,87,14.4
CN0217000000000,2,170,"Matanuska-Susitna Borough, AK",2010,,"42,314","38,319","3,995",9.4
CN0218000000000,2,180,"Nome Census Area, AK",2010,,"4,111","3,595",516,12.6
CN0218500000000,2,185,"North Slope Borough, AK",2010,,"3,968","3,649",319,8
CN0218800000000,2,188,"Northwest Arctic Borough, AK",2010,,"2,957","2,560",397,13.4
CN0219500000000,2,195,"Petersburg Borough, AK",2010,,"1,844","1,698",146,7.9
CN0219800000000,2,198,"Prince of Wales-Hyder Census Area, AK",2010,,"2,543","2,276",267,10.5
CN0222000000000,2,220,"Sitka Borough/city, AK",2010,,"4,561","4,274",287,6.3
CN0223000000000,2,230,"Skagway Municipality, AK",2010,,718,614,104,14.5
CN0224000000000,2,240,"Southeast Fairbanks Census Area, AK",2010,,"3,196","2,816",380,11.9
CN0226100000000,2,261,"Valdez-Cordova Census Area, AK",2010,,"4,875","4,419",456,9.4
CN0227500000000,2,275,"Wrangell Borough/city, AK",2010,,"1,027",945,82,8
CN0228200000000,2,282,"Yakutat Borough/city, AK",2010,,297,265,32,10.8
CN0229000000000,2,290,"Yukon-Koyukuk Census Area, AK",2010,,"2,567","2,125",442,17.2
CN0400100000000,4,1,"Apache County, AZ",2010,,"23,438","19,589","3,849",16.4
CN0400300000000,4,3,"Cochise County, AZ",2010,,"57,023","51,694","5,329",9.3
CN0400500000000,4,5,"Coconino County, AZ",2010,,"72,846","65,650","7,196",9.9
CN0400700000000,4,7,"Gila County, AZ",2010,,"21,623","18,914","2,709",12.5
CN0400900000000,4,9,"Graham County, AZ",2010,,"14,570","12,687","1,883",12.9
CN0401100000000,4,11,"Greenlee County, AZ",2010,,"3,439","2,875",564,16.4
CN0401200000000,4,12,"La Paz County, AZ",2010,,"7,868","7,063",805,10.2
CN0401300000000,4,13,"Maricopa County, AZ",2010,,"1,919,590","1,736,764","182,826",9.5
CN0401500000000,4,15,"Mohave County, AZ",2010,,"82,726","71,999","10,727",13
CN0401700000000,4,17,"Navajo County, AZ",2010,,"43,903","37,450","6,453",14.7
CN0401900000000,4,19,"Pima County, AZ",2010,,"478,743","434,106","44,637",9.3
CN0402100000000,4,21,"Pinal County, AZ",2010,,"153,707","137,242","16,465",10.7
CN0402300000000,4,23,"Santa Cruz County, AZ",2010,,"20,881","17,697","3,184",15.2
CN0402500000000,4,25,"Yavapai County, AZ",2010,,"96,533","86,224","10,309",10.7
CN0402700000000,4,27,"Yuma County, AZ",2010,,"92,816","69,500","23,316",25.1
CN0500100000000,5,1,"Arkansas County, AR",2010,,"11,332","9,224","2,108",18.6
CN0500300000000,5,3,"Ashley County, AR",2010,,"9,745","8,765",980,10.1
CN0500500000000,5,5,"Baxter County, AR",2010,,"16,610","15,050","1,560",9.4
CN0500700000000,5,7,"Benton County, AR",2010,,"107,121","99,999","7,122",6.6
CN0500900000000,5,9,"Boone County, AR",2010,,"16,519","15,226","1,293",7.8
CN0501100000000,5,11,"Bradley County, AR",2010,,"5,002","4,462",540,10.8
CN0501300000000,5,13,"Calhoun County, AR",2010,,"2,681","2,445",236,8.8
CN0501500000000,5,15,"Carroll County, AR",2010,,"12,611","11,686",925,7.3
CN0501700000000,5,17,"Chicot County, AR",2010,,"4,272","3,745",527,12.3
CN0501900000000,5,19,"Clark County, AR",2010,,"10,212","9,337",875,8.6
CN0502100000000,5,21,"Clay County, AR",2010,,"7,479","6,659",820,11
CN0502300000000,5,23,"Cleburne County, AR",2010,,"10,336","9,444",892,8.6
CN0502500000000,5,25,"Cleveland County, AR",2010,,"3,888","3,562",326,8.4
CN0502700000000,5,27,"Columbia County, AR",2010,,"10,507","9,458","1,049",10
CN0502900000000,5,29,"Conway County, AR",2010,,"9,029","8,156",873,9.7
CN0503100000000,5,31,"Craighead County, AR",2010,,"47,796","44,249","3,547",7.4
CN0503300000000,5,33,"Crawford County, AR",2010,,"28,323","25,996","2,327",8.2
CN0503500000000,5,35,"Crittenden County, AR",2010,,"22,819","20,433","2,386",10.5
CN0503700000000,5,37,"Cross County, AR",2010,,"8,618","7,903",715,8.3
CN0503900000000,5,39,"Dallas County, AR",2010,,"3,487","3,057",430,12.3
CN0504100000000,5,41,"Desha County, AR",2010,,"5,884","5,229",655,11.1
CN0504300000000,5,43,"Drew County, AR",2010,,"8,568","7,633",935,10.9
CN0504500000000,5,45,"Faulkner County, AR",2010,,"58,711","54,465","4,246",7.2
CN0504700000000,5,47,"Franklin County, AR",2010,,"7,800","7,197",603,7.7
CN0504900000000,5,49,"Fulton County, AR",2010,,"5,172","4,767",405,7.8
CN0505100000000,5,51,"Garland County, AR",2010,,"41,563","38,046","3,517",8.5
CN0505300000000,5,53,"Grant County, AR",2010,,"8,567","7,960",607,7.1
CN0505500000000,5,55,"Greene County, AR",2010,,"19,683","17,768","1,915",9.7
CN0505700000000,5,57,"Hempstead County, AR",2010,,"10,674","9,685",989,9.3
CN0505900000000,5,59,"Hot Spring County, AR",2010,,"14,188","12,969","1,219",8.6
CN0506100000000,5,61,"Howard County, AR",2010,,"6,545","6,037",508,7.8
CN0506300000000,5,63,"Independence County, AR",2010,,"17,059","15,559","1,500",8.8
CN0506500000000,5,65,"Izard County, AR",2010,,"5,139","4,622",517,10.1
CN0506700000000,5,67,"Jackson County, AR",2010,,"6,734","5,936",798,11.9
CN0506900000000,5,69,"Jefferson County, AR",2010,,"33,973","30,438","3,535",10.4
CN0507100000000,5,71,"Johnson County, AR",2010,,"10,977","10,072",905,8.2
CN0507300000000,5,73,"Lafayette County, AR",2010,,"3,041","2,741",300,9.9
CN0507500000000,5,75,"Lawrence County, AR",2010,,"7,445","6,737",708,9.5
CN0507700000000,5,77,"Lee County, AR",2010,,"3,704","3,387",317,8.6
CN0507900000000,5,79,"Lincoln County, AR",2010,,"4,699","4,258",441,9.4
CN0508100000000,5,81,"Little River County, AR",2010,,"6,220","5,738",482,7.7
CN0508300000000,5,83,"Logan County, AR",2010,,"9,805","8,964",841,8.6
CN0508500000000,5,85,"Lonoke County, AR",2010,,"33,287","31,036","2,251",6.8
CN0508700000000,5,87,"Madison County, AR",2010,,"7,270","6,756",514,7.1
CN0508900000000,5,89,"Marion County, AR",2010,,"6,716","6,035",681,10.1
CN0509100000000,5,91,"Miller County, AR",2010,,"20,560","19,364","1,196",5.8
CN0509300000000,5,93,"Mississippi County, AR",2010,,"20,195","17,667","2,528",12.5
CN0509500000000,5,95,"Monroe County, AR",2010,,"3,413","3,098",315,9.2
CN0509700000000,5,97,"Montgomery County, AR",2010,,"3,904","3,562",342,8.8
CN0509900000000,5,99,"Nevada County, AR",2010,,"4,016","3,614",402,10
CN0510100000000,5,101,"Newton County, AR",2010,,"3,790","3,528",262,6.9
CN0510300000000,5,103,"Ouachita County, AR",2010,,"11,294","10,214","1,080",9.6
CN0510500000000,5,105,"Perry County, AR",2010,,"4,560","4,154",406,8.9
CN0510700000000,5,107,"Phillips County, AR",2010,,"8,585","7,681",904,10.5
CN0510900000000,5,109,"Pike County, AR",2010,,"4,843","4,400",443,9.1
CN0511100000000,5,111,"Poinsett County, AR",2010,,"10,737","9,736","1,001",9.3
CN0511300000000,5,113,"Polk County, AR",2010,,"8,981","8,311",670,7.5
CN0511500000000,5,115,"Pope County, AR",2010,,"30,054","27,706","2,348",7.8
CN0511700000000,5,117,"Prairie County, AR",2010,,"3,967","3,602",365,9.2
CN0511900000000,5,119,"Pulaski County, AR",2010,,"189,321","175,512","13,809",7.3
CN0512100000000,5,121,"Randolph County, AR",2010,,"7,260","6,516",744,10.2
CN0512300000000,5,123,"St. Francis County, AR",2010,,"9,830","8,784","1,046",10.6
CN0512500000000,5,125,"Saline County, AR",2010,,"53,382","49,824","3,558",6.7
CN0512700000000,5,127,"Scott County, AR",2010,,"4,721","4,386",335,7.1
CN0512900000000,5,129,"Searcy County, AR",2010,,"3,393","3,081",312,9.2
CN0513100000000,5,131,"Sebastian County, AR",2010,,"59,543","54,760","4,783",8
CN0513300000000,5,133,"Sevier County, AR",2010,,"7,059","6,563",496,7
CN0513500000000,5,135,"Sharp County, AR",2010,,"6,309","5,690",619,9.8
CN0513700000000,5,137,"Stone County, AR",2010,,"5,522","5,103",419,7.6
CN0513900000000,5,139,"Union County, AR",2010,,"17,164","15,222","1,942",11.3
CN0514100000000,5,141,"Van Buren County, AR",2010,,"6,476","5,752",724,11.2
CN0514300000000,5,143,"Washington County, AR",2010,,"102,865","96,162","6,703",6.5
CN0514500000000,5,145,"White County, AR",2010,,"36,442","33,437","3,005",8.2
CN0514700000000,5,147,"Woodruff County, AR",2010,,"3,630","3,251",379,10.4
CN0514900000000,5,149,"Yell County, AR",2010,,"9,714","8,928",786,8.1
CN0600100000000,6,1,"Alameda County, CA",2010,,"782,522","697,112","85,410",10.9
CN0600300000000,6,3,"Alpine County, CA",2010,,542,472,70,12.9
CN0600500000000,6,5,"Amador County, CA",2010,,"15,507","13,326","2,181",14.1
CN0600700000000,6,7,"Butte County, CA",2010,,"102,568","88,322","14,246",13.9
CN0600900000000,6,9,"Calaveras County, CA",2010,,"21,012","17,977","3,035",14.4
CN0601100000000,6,11,"Colusa County, CA",2010,,"11,519","9,118","2,401",20.8
CN0601300000000,6,13,"Contra Costa County, CA",2010,,"525,547","467,914","57,633",11
CN0601500000000,6,15,"Del Norte County, CA",2010,,"10,931","9,489","1,442",13.2
CN0601700000000,6,17,"El Dorado County, CA",2010,,"91,129","80,002","11,127",12.2
CN0601900000000,6,19,"Fresno County, CA",2010,,"439,593","366,221","73,372",16.7
CN0602100000000,6,21,"Glenn County, CA",2010,,"13,218","11,180","2,038",15.4
CN0602300000000,6,23,"Humboldt County, CA",2010,,"66,061","59,084","6,977",10.6
CN0602500000000,6,25,"Imperial County, CA",2010,,"78,665","55,978","22,687",28.8
CN0602700000000,6,27,"Inyo County, CA",2010,,"9,753","8,806",947,9.7
CN0602900000000,6,29,"Kern County, CA",2010,,"371,515","313,361","58,154",15.7
CN0603100000000,6,31,"Kings County, CA",2010,,"59,440","49,857","9,583",16.1
CN0603300000000,6,33,"Lake County, CA",2010,,"29,847","25,343","4,504",15.1
CN0603500000000,6,35,"Lassen County, CA",2010,,"12,100","10,401","1,699",14
CN0603700000000,6,37,"Los Angeles County, CA",2010,,"4,917,375","4,302,274","615,101",12.5
CN0603900000000,6,39,"Madera County, CA",2010,,"61,607","51,366","10,241",16.6
CN0604100000000,6,41,"Marin County, CA",2010,,"133,012","122,570","10,442",7.9
CN0604300000000,6,43,"Mariposa County, CA",2010,,"8,709","7,582","1,127",12.9
CN0604500000000,6,45,"Mendocino County, CA",2010,,"41,601","36,772","4,829",11.6
CN0604700000000,6,47,"Merced County, CA",2010,,"113,579","93,191","20,388",18
CN0604900000000,6,49,"Modoc County, CA",2010,,"3,818","3,237",581,15.2
CN0605100000000,6,51,"Mono County, CA",2010,,"8,890","7,984",906,10.2
CN0605300000000,6,53,"Monterey County, CA",2010,,"215,788","188,339","27,449",12.7
CN0605500000000,6,55,"Napa County, CA",2010,,"70,216","62,989","7,227",10.3
CN0605700000000,6,57,"Nevada County, CA",2010,,"48,915","43,178","5,737",11.7
CN0605900000000,6,59,"Orange County, CA",2010,,"1,537,187","1,387,438","149,749",9.7
CN0606100000000,6,61,"Placer County, CA",2010,,"173,338","153,236","20,102",11.6
CN0606300000000,6,63,"Plumas County, CA",2010,,"9,147","7,479","1,668",18.2
CN0606500000000,6,65,"Riverside County, CA",2010,,"976,444","841,285","135,159",13.8
CN0606700000000,6,67,"Sacramento County, CA",2010,,"683,127","596,992","86,135",12.6
CN0606900000000,6,69,"San Benito County, CA",2010,,"27,906","23,691","4,215",15.1
CN0607100000000,6,71,"San Bernardino County, CA",2010,,"890,278","769,890","120,388",13.5
CN0607300000000,6,73,"San Diego County, CA",2010,,"1,515,198","1,352,266","162,932",10.8
CN0607500000000,6,75,"San Francisco County/city, CA",2010,,"486,019","442,695","43,324",8.9
CN0607700000000,6,77,"San Joaquin County, CA",2010,,"311,437","259,995","51,442",16.5
CN0607900000000,6,79,"San Luis Obispo County, CA",2010,,"133,651","120,209","13,442",10.1
CN0608100000000,6,81,"San Mateo County, CA",2010,,"393,004","360,163","32,841",8.4
CN0608300000000,6,83,"Santa Barbara County, CA",2010,,"212,267","191,680","20,587",9.7
CN0608500000000,6,85,"Santa Clara County, CA",2010,,"926,525","830,114","96,411",10.4
CN0608700000000,6,87,"Santa Cruz County, CA",2010,,"141,717","122,872","18,845",13.3
CN0608900000000,6,89,"Shasta County, CA",2010,,"78,503","65,334","13,169",16.8
CN0609100000000,6,91,"Sierra County, CA",2010,,"1,611","1,364",247,15.3
CN0609300000000,6,93,"Siskiyou County, CA",2010,,"19,628","16,325","3,303",16.8
CN0609500000000,6,95,"Solano County, CA",2010,,"202,407","176,969","25,438",12.6
CN0609700000000,6,97,"Sonoma County, CA",2010,,"244,634","218,100","26,534",10.8
CN0609900000000,6,99,"Stanislaus County, CA",2010,,"243,274","202,182","41,092",16.9
CN0610100000000,6,101,"Sutter County, CA",2010,,"45,965","37,528","8,437",18.4
CN0610300000000,6,103,"Tehama County, CA",2010,,"25,714","21,754","3,960",15.4
CN0610500000000,6,105,"Trinity County, CA",2010,,"5,423","4,501",922,17
CN0610700000000,6,107,"Tulare County, CA",2010,,"203,021","168,110","34,911",17.2
CN0610900000000,6,109,"Tuolumne County, CA",2010,,"22,617","19,173","3,444",15.2
CN0611100000000,6,111,"Ventura County, CA",2010,,"430,010","383,424","46,586",10.8
CN0611300000000,6,113,"Yolo County, CA",2010,,"102,188","89,834","12,354",12.1
CN0611500000000,6,115,"Yuba County, CA",2010,,"29,064","23,902","5,162",17.8
CN0800100000000,8,1,"Adams County, CO",2010,,"234,221","210,728","23,493",10
CN0800300000000,8,3,"Alamosa County, CO",2010,,"7,702","7,010",692,9
CN0800500000000,8,5,"Arapahoe County, CO",2010,,"316,886","289,715","27,171",8.6
CN0800700000000,8,7,"Archuleta County, CO",2010,,"5,785","5,169",616,10.6
CN0800900000000,8,9,"Baca County, CO",2010,,"2,084","1,982",102,4.9
CN0801100000000,8,11,"Bent County, CO",2010,,"2,006","1,843",163,8.1
CN0801300000000,8,13,"Boulder County, CO",2010,,"170,293","158,308","11,985",7
CN0801400000000,8,14,"Broomfield County/city, CO",2010,,"31,538","29,198","2,340",7.4
CN0801500000000,8,15,"Chaffee County, CO",2010,,"8,270","7,634",636,7.7
CN0801700000000,8,17,"Cheyenne County, CO",2010,,"1,047","1,004",43,4.1
CN0801900000000,8,19,"Clear Creek County, CO",2010,,"5,623","5,167",456,8.1
CN0802100000000,8,21,"Conejos County, CO",2010,,"3,753","3,394",359,9.6
CN0802300000000,8,23,"Costilla County, CO",2010,,"1,553","1,388",165,10.6
CN0802500000000,8,25,"Crowley County, CO",2010,,"1,522","1,383",139,9.1
CN0802700000000,8,27,"Custer County, CO",2010,,"2,078","1,940",138,6.6
CN0802900000000,8,29,"Delta County, CO",2010,,"14,510","12,961","1,549",10.7
CN0803100000000,8,31,"Denver County/city, CO",2010,,"347,590","315,922","31,668",9.1
CN0803300000000,8,33,"Dolores County, CO",2010,,"1,000",823,177,17.7
CN0803500000000,8,35,"Douglas County, CO",2010,,"157,522","146,562","10,960",7
CN0803700000000,8,37,"Eagle County, CO",2010,,"32,447","29,697","2,750",8.5
CN0803900000000,8,39,"Elbert County, CO",2010,,"12,755","11,727","1,028",8.1
CN0804100000000,8,41,"El Paso County, CO",2010,,"306,308","277,678","28,630",9.3
CN0804300000000,8,43,"Fremont County, CO",2010,,"15,825","13,973","1,852",11.7
CN0804500000000,8,45,"Garfield County, CO",2010,,"31,357","28,115","3,242",10.3
CN0804700000000,8,47,"Gilpin County, CO",2010,,"3,327","3,060",267,8
CN0804900000000,8,49,"Grand County, CO",2010,,"8,950","8,165",785,8.8
CN0805100000000,8,51,"Gunnison County, CO",2010,,"10,087","9,439",648,6.4
CN0805300000000,8,53,"Hinsdale County, CO",2010,,470,443,27,5.7
CN0805500000000,8,55,"Huerfano County, CO",2010,,"2,705","2,327",378,14
CN0805700000000,8,57,"Jackson County, CO",2010,,919,838,81,8.8
CN0805900000000,8,59,"Jefferson County, CO",2010,,"304,252","278,790","25,462",8.4
CN0806100000000,8,61,"Kiowa County, CO",2010,,779,729,50,6.4
CN0806300000000,8,63,"Kit Carson County, CO",2010,,"4,389","4,190",199,4.5
CN0806500000000,8,65,"Lake County, CO",2010,,"4,372","3,891",481,11
CN0806700000000,8,67,"La Plata County, CO",2010,,"29,874","27,744","2,130",7.1
CN0806900000000,8,69,"Larimer County, CO",2010,,"170,001","157,025","12,976",7.6
CN0807100000000,8,71,"Las Animas County, CO",2010,,"7,195","6,432",763,10.6
CN0807300000000,8,73,"Lincoln County, CO",2010,,"2,153","2,024",129,6
CN0807500000000,8,75,"Logan County, CO",2010,,"11,261","10,551",710,6.3
CN0807700000000,8,77,"Mesa County, CO",2010,,"76,113","67,776","8,337",11
CN0807900000000,8,79,"Mineral County, CO",2010,,416,387,29,7
CN0808100000000,8,81,"Moffat County, CO",2010,,"8,078","7,277",801,9.9
CN0808300000000,8,83,"Montezuma County, CO",2010,,"13,057","11,867","1,190",9.1
CN0808500000000,8,85,"Montrose County, CO",2010,,"20,624","18,360","2,264",11
CN0808700000000,8,87,"Morgan County, CO",2010,,"14,436","13,423","1,013",7
CN0808900000000,8,89,"Otero County, CO",2010,,"8,489","7,710",779,9.2
CN0809100000000,8,91,"Ouray County, CO",2010,,"2,151","1,940",211,9.8
CN0809300000000,8,93,"Park County, CO",2010,,"9,641","8,856",785,8.1
CN0809500000000,8,95,"Phillips County, CO",2010,,"2,197","2,081",116,5.3
CN0809700000000,8,97,"Pitkin County, CO",2010,,"10,879","10,000",879,8.1
CN0809900000000,8,99,"Prowers County, CO",2010,,"6,166","5,736",430,7
CN0810100000000,8,101,"Pueblo County, CO",2010,,"74,396","66,667","7,729",10.4
CN0810300000000,8,103,"Rio Blanco County, CO",2010,,"3,146","2,866",280,8.9
CN0810500000000,8,105,"Rio Grande County, CO",2010,,"5,209","4,655",554,10.6
CN0810700000000,8,107,"Routt County, CO",2010,,"14,541","13,192","1,349",9.3
CN0810900000000,8,109,"Saguache County, CO",2010,,"3,066","2,755",311,10.1
CN0811100000000,8,111,"San Juan County, CO",2010,,505,442,63,12.5
CN0811300000000,8,113,"San Miguel County, CO",2010,,"4,892","4,508",384,7.8
CN0811500000000,8,115,"Sedgwick County, CO",2010,,"1,101","1,019",82,7.4
CN0811700000000,8,117,"Summit County, CO",2010,,"19,126","17,837","1,289",6.7
CN0811900000000,8,119,"Teller County, CO",2010,,"12,354","11,198","1,156",9.4
CN0812100000000,8,121,"Washington County, CO",2010,,"2,590","2,437",153,5.9
CN0812300000000,8,123,"Weld County, CO",2010,,"131,910","119,796","12,114",9.2
CN0812500000000,8,125,"Yuma County, CO",2010,,"4,928","4,651",277,5.6
CN0900100000000,9,1,"Fairfield County, CT",2010,,"473,386","433,561","39,825",8.4
CN0900300000000,9,3,"Hartford County, CT",2010,,"479,963","434,736","45,227",9.4
CN0900500000000,9,5,"Litchfield County, CT",2010,,"108,434","98,974","9,460",8.7
CN0900700000000,9,7,"Middlesex County, CT",2010,,"93,292","85,940","7,352",7.9
CN0900900000000,9,9,"New Haven County, CT",2010,,"461,566","415,404","46,162",10
CN0901100000000,9,11,"New London County, CT",2010,,"143,924","131,073","12,851",8.9
CN0901300000000,9,13,"Tolland County, CT",2010,,"86,492","79,750","6,742",7.8
CN0901500000000,9,15,"Windham County, CT",2010,,"64,653","58,010","6,643",10.3
CN1000100000000,10,1,"Kent County, DE",2010,,"72,711","66,250","6,461",8.9
CN1000300000000,10,3,"New Castle County, DE",2010,,"271,575","249,148","22,427",8.3
CN1000500000000,10,5,"Sussex County, DE",2010,,"90,133","82,471","7,662",8.5
CN1100100000000,11,1,District of Columbia,2010,,"346,065","313,508","32,557",9.4
CN1200100000000,12,1,"Alachua County, FL",2010,,"128,370","118,072","10,298",8
CN1200300000000,12,3,"Baker County, FL",2010,,"11,552","10,246","1,306",11.3
CN1200500000000,12,5,"Bay County, FL",2010,,"86,072","77,054","9,018",10.5
CN1200700000000,12,7,"Bradford County, FL",2010,,"11,587","10,444","1,143",9.9
CN1200900000000,12,9,"Brevard County, FL",2010,,"265,643","235,757","29,886",11.3
CN1201100000000,12,11,"Broward County, FL",2010,,"936,563","841,473","95,090",10.2
CN1201300000000,12,13,"Calhoun County, FL",2010,,"5,314","4,777",537,10.1
CN1201500000000,12,15,"Charlotte County, FL",2010,,"66,293","57,846","8,447",12.7
