LAUS,state_fips,county_fips,county,year,,Labor,Employed,Unemployed,unemploy_rate
CN1716700000000,17,167,"Sangamon County, IL",2011,,"108,896","100,812","8,084",7.4
CN1716900000000,17,169,"Schuyler County, IL",2011,,"3,769","3,467",302,8
CN1717100000000,17,171,"Scott County, IL",2011,,"2,847","2,613",234,8.2
CN1717300000000,17,173,"Shelby County, IL",2011,,"11,015","10,013","1,002",9.1
CN1717500000000,17,175,"Stark County, IL",2011,,"2,973","2,713",260,8.7
CN1717700000000,17,177,"Stephenson County, IL",2011,,"24,199","21,834","2,365",9.8
CN1717900000000,17,179,"Tazewell County, IL",2011,,"71,533","65,591","5,942",8.3
CN1718100000000,17,181,"Union County, IL",2011,,"7,755","6,853",902,11.6
CN1718300000000,17,183,"Vermilion County, IL",2011,,"37,473","33,751","3,722",9.9
CN1718500000000,17,185,"Wabash County, IL",2011,,"5,809","5,293",516,8.9
CN1718700000000,17,187,"Warren County, IL",2011,,"9,126","8,466",660,7.2
CN1718900000000,17,189,"Washington County, IL",2011,,"8,714","8,140",574,6.6
CN1719100000000,17,191,"Wayne County, IL",2011,,"8,205","7,548",657,8
CN1719300000000,17,193,"White County, IL",2011,,"7,421","6,835",586,7.9
CN1719500000000,17,195,"Whiteside County, IL",2011,,"29,656","26,850","2,806",9.5
CN1719700000000,17,197,"Will County, IL",2011,,"354,428","316,756","37,672",10.6
CN1719900000000,17,199,"Williamson County, IL",2011,,"32,313","29,392","2,921",9
CN1720100000000,17,201,"Winnebago County, IL",2011,,"147,447","129,958","17,489",11.9
CN1720300000000,17,203,"Woodford County, IL",2011,,"20,501","19,179","1,322",6.4
CN1800100000000,18,1,"Adams County, IN",2011,,"16,154","14,891","1,263",7.8
CN1800300000000,18,3,"Allen County, IN",2011,,"176,121","159,784","16,337",9.3
CN1800500000000,18,5,"Bartholomew County, IN",2011,,"40,024","36,981","3,043",7.6
CN1800700000000,18,7,"Benton County, IN",2011,,"4,643","4,276",367,7.9
CN1800900000000,18,9,"Blackford County, IN",2011,,"5,623","4,932",691,12.3
CN1801100000000,18,11,"Boone County, IN",2011,,"29,815","27,812","2,003",6.7
CN1801300000000,18,13,"Brown County, IN",2011,,"7,430","6,746",684,9.2
CN1801500000000,18,15,"Carroll County, IN",2011,,"10,125","9,282",843,8.3
CN1801700000000,18,17,"Cass County, IN",2011,,"18,181","16,467","1,714",9.4
CN1801900000000,18,19,"Clark County, IN",2011,,"55,550","50,606","4,944",8.9
CN1802100000000,18,21,"Clay County, IN",2011,,"12,995","11,646","1,349",10.4
CN1802300000000,18,23,"Clinton County, IN",2011,,"16,748","15,304","1,444",8.6
CN1802500000000,18,25,"Crawford County, IN",2011,,"4,866","4,289",577,11.9
CN1802700000000,18,27,"Daviess County, IN",2011,,"14,887","13,978",909,6.1
CN1802900000000,18,29,"Dearborn County, IN",2011,,"25,339","22,898","2,441",9.6
CN1803100000000,18,31,"Decatur County, IN",2011,,"13,013","11,740","1,273",9.8
CN1803300000000,18,33,"DeKalb County, IN",2011,,"20,488","18,501","1,987",9.7
CN1803500000000,18,35,"Delaware County, IN",2011,,"54,649","49,102","5,547",10.2
CN1803700000000,18,37,"Dubois County, IN",2011,,"21,938","20,606","1,332",6.1
CN1803900000000,18,39,"Elkhart County, IN",2011,,"95,375","85,121","10,254",10.8
CN1804100000000,18,41,"Fayette County, IN",2011,,"9,512","8,317","1,195",12.6
CN1804300000000,18,43,"Floyd County, IN",2011,,"37,766","34,752","3,014",8
CN1804500000000,18,45,"Fountain County, IN",2011,,"8,630","7,802",828,9.6
CN1804700000000,18,47,"Franklin County, IN",2011,,"11,221","10,094","1,127",10
CN1804900000000,18,49,"Fulton County, IN",2011,,"10,200","9,258",942,9.2
CN1805100000000,18,51,"Gibson County, IN",2011,,"17,282","16,015","1,267",7.3
CN1805300000000,18,53,"Grant County, IN",2011,,"33,438","29,968","3,470",10.4
CN1805500000000,18,55,"Greene County, IN",2011,,"14,179","12,709","1,470",10.4
CN1805700000000,18,57,"Hamilton County, IN",2011,,"148,119","139,510","8,609",5.8
CN1805900000000,18,59,"Hancock County, IN",2011,,"35,797","32,847","2,950",8.2
CN1806100000000,18,61,"Harrison County, IN",2011,,"18,773","17,095","1,678",8.9
CN1806300000000,18,63,"Hendricks County, IN",2011,,"76,016","70,711","5,305",7
CN1806500000000,18,65,"Henry County, IN",2011,,"21,288","18,838","2,450",11.5
CN1806700000000,18,67,"Howard County, IN",2011,,"36,050","32,288","3,762",10.4
CN1806900000000,18,69,"Huntington County, IN",2011,,"19,150","17,270","1,880",9.8
CN1807100000000,18,71,"Jackson County, IN",2011,,"20,549","18,752","1,797",8.7
CN1807300000000,18,73,"Jasper County, IN",2011,,"16,095","14,635","1,460",9.1
CN1807500000000,18,75,"Jay County, IN",2011,,"10,528","9,583",945,9
CN1807700000000,18,77,"Jefferson County, IN",2011,,"15,170","13,687","1,483",9.8
CN1807900000000,18,79,"Jennings County, IN",2011,,"13,340","11,803","1,537",11.5
CN1808100000000,18,81,"Johnson County, IN",2011,,"72,052","66,469","5,583",7.7
CN1808300000000,18,83,"Knox County, IN",2011,,"18,459","17,084","1,375",7.4
CN1808500000000,18,85,"Kosciusko County, IN",2011,,"38,972","35,490","3,482",8.9
CN1808700000000,18,87,"LaGrange County, IN",2011,,"16,665","15,167","1,498",9
CN1808900000000,18,89,"Lake County, IN",2011,,"229,337","207,371","21,966",9.6
CN1809100000000,18,91,"LaPorte County, IN",2011,,"50,456","45,218","5,238",10.4
CN1809300000000,18,93,"Lawrence County, IN",2011,,"20,791","18,375","2,416",11.6
CN1809500000000,18,95,"Madison County, IN",2011,,"58,818","52,408","6,410",10.9
CN1809700000000,18,97,"Marion County, IN",2011,,"456,009","410,956","45,053",9.9
CN1809900000000,18,99,"Marshall County, IN",2011,,"23,452","21,230","2,222",9.5
CN1810100000000,18,101,"Martin County, IN",2011,,"5,344","4,943",401,7.5
CN1810300000000,18,103,"Miami County, IN",2011,,"15,937","14,272","1,665",10.4
CN1810500000000,18,105,"Monroe County, IN",2011,,"67,561","62,473","5,088",7.5
CN1810700000000,18,107,"Montgomery County, IN",2011,,"18,713","17,054","1,659",8.9
CN1810900000000,18,109,"Morgan County, IN",2011,,"34,902","31,637","3,265",9.4
CN1811100000000,18,111,"Newton County, IN",2011,,"6,990","6,300",690,9.9
CN1811300000000,18,113,"Noble County, IN",2011,,"23,132","20,801","2,331",10.1
CN1811500000000,18,115,"Ohio County, IN",2011,,"3,210","2,905",305,9.5
CN1811700000000,18,117,"Orange County, IN",2011,,"8,865","7,816","1,049",11.8
CN1811900000000,18,119,"Owen County, IN",2011,,"10,137","8,999","1,138",11.2
CN1812100000000,18,121,"Parke County, IN",2011,,"7,195","6,443",752,10.5
CN1812300000000,18,123,"Perry County, IN",2011,,"9,062","8,237",825,9.1
CN1812500000000,18,125,"Pike County, IN",2011,,"6,231","5,744",487,7.8
CN1812700000000,18,127,"Porter County, IN",2011,,"82,290","75,568","6,722",8.2
CN1812900000000,18,129,"Posey County, IN",2011,,"13,421","12,498",923,6.9
CN1813100000000,18,131,"Pulaski County, IN",2011,,"6,401","5,884",517,8.1
CN1813300000000,18,133,"Putnam County, IN",2011,,"16,596","14,799","1,797",10.8
CN1813500000000,18,135,"Randolph County, IN",2011,,"13,023","11,672","1,351",10.4
CN1813700000000,18,137,"Ripley County, IN",2011,,"14,938","13,526","1,412",9.5
CN1813900000000,18,139,"Rush County, IN",2011,,"8,584","7,766",818,9.5
CN1814100000000,18,141,"St. Joseph County, IN",2011,,"130,604","117,384","13,220",10.1
CN1814300000000,18,143,"Scott County, IN",2011,,"10,378","9,146","1,232",11.9
CN1814500000000,18,145,"Shelby County, IN",2011,,"22,512","20,380","2,132",9.5
CN1814700000000,18,147,"Spencer County, IN",2011,,"11,031","10,185",846,7.7
CN1814900000000,18,149,"Starke County, IN",2011,,"10,332","9,153","1,179",11.4
CN1815100000000,18,151,"Steuben County, IN",2011,,"18,565","16,902","1,663",9
CN1815300000000,18,153,"Sullivan County, IN",2011,,"8,891","8,064",827,9.3
CN1815500000000,18,155,"Switzerland County, IN",2011,,"4,987","4,580",407,8.2
CN1815700000000,18,157,"Tippecanoe County, IN",2011,,"87,455","80,922","6,533",7.5
CN1815900000000,18,159,"Tipton County, IN",2011,,"7,956","7,240",716,9
CN1816100000000,18,161,"Union County, IN",2011,,"3,667","3,343",324,8.8
CN1816300000000,18,163,"Vanderburgh County, IN",2011,,"92,759","85,341","7,418",8
CN1816500000000,18,165,"Vermillion County, IN",2011,,"7,647","6,749",898,11.7
CN1816700000000,18,167,"Vigo County, IN",2011,,"50,514","45,310","5,204",10.3
CN1816900000000,18,169,"Wabash County, IN",2011,,"15,706","14,204","1,502",9.6
CN1817100000000,18,171,"Warren County, IN",2011,,"4,271","3,924",347,8.1
CN1817300000000,18,173,"Warrick County, IN",2011,,"31,119","28,911","2,208",7.1
CN1817500000000,18,175,"Washington County, IN",2011,,"13,514","12,080","1,434",10.6
CN1817700000000,18,177,"Wayne County, IN",2011,,"30,992","27,547","3,445",11.1
CN1817900000000,18,179,"Wells County, IN",2011,,"14,049","12,892","1,157",8.2
CN1818100000000,18,181,"White County, IN",2011,,"13,108","11,974","1,134",8.7
CN1818300000000,18,183,"Whitley County, IN",2011,,"17,325","15,709","1,616",9.3
CN1900100000000,19,1,"Adair County, IA",2011,,"4,095","3,896",199,4.9
CN1900300000000,19,3,"Adams County, IA",2011,,"2,208","2,110",98,4.4
CN1900500000000,19,5,"Allamakee County, IA",2011,,"7,743","7,187",556,7.2
CN1900700000000,19,7,"Appanoose County, IA",2011,,"6,052","5,633",419,6.9
CN1900900000000,19,9,"Audubon County, IA",2011,,"3,362","3,169",193,5.7
CN1901100000000,19,11,"Benton County, IA",2011,,"14,115","13,296",819,5.8
CN1901300000000,19,13,"Black Hawk County, IA",2011,,"70,905","66,770","4,135",5.8
CN1901500000000,19,15,"Boone County, IA",2011,,"14,655","13,928",727,5
CN1901700000000,19,17,"Bremer County, IA",2011,,"13,840","13,236",604,4.4
CN1901900000000,19,19,"Buchanan County, IA",2011,,"11,165","10,533",632,5.7
CN1902100000000,19,21,"Buena Vista County, IA",2011,,"11,335","10,824",511,4.5
CN1902300000000,19,23,"Butler County, IA",2011,,"8,170","7,759",411,5
CN1902500000000,19,25,"Calhoun County, IA",2011,,"4,508","4,251",257,5.7
CN1902700000000,19,27,"Carroll County, IA",2011,,"11,609","11,141",468,4
CN1902900000000,19,29,"Cass County, IA",2011,,"7,287","6,853",434,6
CN1903100000000,19,31,"Cedar County, IA",2011,,"10,871","10,310",561,5.2
CN1903300000000,19,33,"Cerro Gordo County, IA",2011,,"24,156","22,675","1,481",6.1
CN1903500000000,19,35,"Cherokee County, IA",2011,,"6,934","6,605",329,4.7
CN1903700000000,19,37,"Chickasaw County, IA",2011,,"6,489","6,083",406,6.3
CN1903900000000,19,39,"Clarke County, IA",2011,,"4,685","4,356",329,7
CN1904100000000,19,41,"Clay County, IA",2011,,"9,250","8,747",503,5.4
CN1904300000000,19,43,"Clayton County, IA",2011,,"10,340","9,701",639,6.2
CN1904500000000,19,45,"Clinton County, IA",2011,,"25,847","24,137","1,710",6.6
CN1904700000000,19,47,"Crawford County, IA",2011,,"8,816","8,399",417,4.7
CN1904900000000,19,49,"Dallas County, IA",2011,,"38,209","36,578","1,631",4.3
CN1905100000000,19,51,"Davis County, IA",2011,,"4,186","3,931",255,6.1
CN1905300000000,19,53,"Decatur County, IA",2011,,"4,342","4,125",217,5
CN1905500000000,19,55,"Delaware County, IA",2011,,"10,249","9,690",559,5.5
CN1905700000000,19,57,"Des Moines County, IA",2011,,"20,301","18,932","1,369",6.7
CN1905900000000,19,59,"Dickinson County, IA",2011,,"9,255","8,672",583,6.3
CN1906100000000,19,61,"Dubuque County, IA",2011,,"54,369","51,621","2,748",5.1
CN1906300000000,19,63,"Emmet County, IA",2011,,"5,786","5,462",324,5.6
CN1906500000000,19,65,"Fayette County, IA",2011,,"11,038","10,352",686,6.2
CN1906700000000,19,67,"Floyd County, IA",2011,,"8,290","7,753",537,6.5
CN1906900000000,19,69,"Franklin County, IA",2011,,"5,969","5,663",306,5.1
CN1907100000000,19,71,"Fremont County, IA",2011,,"3,966","3,737",229,5.8
CN1907300000000,19,73,"Greene County, IA",2011,,"5,188","4,898",290,5.6
CN1907500000000,19,75,"Grundy County, IA",2011,,"6,702","6,368",334,5
CN1907700000000,19,77,"Guthrie County, IA",2011,,"5,689","5,341",348,6.1
CN1907900000000,19,79,"Hamilton County, IA",2011,,"7,467","6,810",657,8.8
CN1908100000000,19,81,"Hancock County, IA",2011,,"5,937","5,605",332,5.6
CN1908300000000,19,83,"Hardin County, IA",2011,,"8,984","8,456",528,5.9
CN1908500000000,19,85,"Harrison County, IA",2011,,"7,816","7,383",433,5.5
CN1908700000000,19,87,"Henry County, IA",2011,,"9,827","9,159",668,6.8
CN1908900000000,19,89,"Howard County, IA",2011,,"5,319","5,035",284,5.3
CN1909100000000,19,91,"Humboldt County, IA",2011,,"5,169","4,909",260,5
CN1909300000000,19,93,"Ida County, IA",2011,,"3,792","3,608",184,4.9
CN1909500000000,19,95,"Iowa County, IA",2011,,"9,607","9,126",481,5
CN1909700000000,19,97,"Jackson County, IA",2011,,"10,989","10,275",714,6.5
CN1909900000000,19,99,"Jasper County, IA",2011,,"18,601","17,355","1,246",6.7
CN1910100000000,19,101,"Jefferson County, IA",2011,,"8,815","8,287",528,6
CN1910300000000,19,103,"Johnson County, IA",2011,,"79,657","76,443","3,214",4
CN1910500000000,19,105,"Jones County, IA",2011,,"10,913","10,279",634,5.8
CN1910700000000,19,107,"Keokuk County, IA",2011,,"5,471","5,136",335,6.1
CN1910900000000,19,109,"Kossuth County, IA",2011,,"8,352","7,988",364,4.4
CN1911100000000,19,111,"Lee County, IA",2011,,"17,437","16,017","1,420",8.1
CN1911300000000,19,113,"Linn County, IA",2011,,"119,358","112,579","6,779",5.7
CN1911500000000,19,115,"Louisa County, IA",2011,,"5,904","5,544",360,6.1
CN1911700000000,19,117,"Lucas County, IA",2011,,"4,184","3,963",221,5.3
CN1911900000000,19,119,"Lyon County, IA",2011,,"6,774","6,563",211,3.1
CN1912100000000,19,121,"Madison County, IA",2011,,"8,272","7,779",493,6
CN1912300000000,19,123,"Mahaska County, IA",2011,,"11,832","11,142",690,5.8
CN1912500000000,19,125,"Marion County, IA",2011,,"17,160","16,226",934,5.4
CN1912700000000,19,127,"Marshall County, IA",2011,,"20,044","18,726","1,318",6.6
CN1912900000000,19,129,"Mills County, IA",2011,,"7,446","7,078",368,4.9
CN1913100000000,19,131,"Mitchell County, IA",2011,,"5,651","5,383",268,4.7
CN1913300000000,19,133,"Monona County, IA",2011,,"4,773","4,442",331,6.9
CN1913500000000,19,135,"Monroe County, IA",2011,,"4,033","3,762",271,6.7
CN1913700000000,19,137,"Montgomery County, IA",2011,,"5,033","4,738",295,5.9
CN1913900000000,19,139,"Muscatine County, IA",2011,,"21,406","19,998","1,408",6.6
CN1914100000000,19,141,"O'Brien County, IA",2011,,"8,103","7,764",339,4.2
CN1914300000000,19,143,"Osceola County, IA",2011,,"3,527","3,370",157,4.5
CN1914500000000,19,145,"Page County, IA",2011,,"6,855","6,464",391,5.7
CN1914700000000,19,147,"Palo Alto County, IA",2011,,"4,773","4,549",224,4.7
CN1914900000000,19,149,"Plymouth County, IA",2011,,"14,245","13,610",635,4.5
CN1915100000000,19,151,"Pocahontas County, IA",2011,,"4,080","3,901",179,4.4
CN1915300000000,19,153,"Polk County, IA",2011,,"242,931","229,164","13,767",5.7
CN1915500000000,19,155,"Pottawattamie County, IA",2011,,"49,529","46,761","2,768",5.6
CN1915700000000,19,157,"Poweshiek County, IA",2011,,"10,394","9,815",579,5.6
CN1915900000000,19,159,"Ringgold County, IA",2011,,"2,600","2,481",119,4.6
CN1916100000000,19,161,"Sac County, IA",2011,,"5,616","5,368",248,4.4
CN1916300000000,19,163,"Scott County, IA",2011,,"87,011","81,669","5,342",6.1
CN1916500000000,19,165,"Shelby County, IA",2011,,"6,715","6,425",290,4.3
CN1916700000000,19,167,"Sioux County, IA",2011,,"19,526","18,807",719,3.7
CN1916900000000,19,169,"Story County, IA",2011,,"53,198","51,102","2,096",3.9
CN1917100000000,19,171,"Tama County, IA",2011,,"9,188","8,627",561,6.1
CN1917300000000,19,173,"Taylor County, IA",2011,,"3,150","3,001",149,4.7
CN1917500000000,19,175,"Union County, IA",2011,,"6,957","6,591",366,5.3
CN1917700000000,19,177,"Van Buren County, IA",2011,,"3,848","3,605",243,6.3
CN1917900000000,19,179,"Wapello County, IA",2011,,"18,114","16,818","1,296",7.2
CN1918100000000,19,181,"Warren County, IA",2011,,"25,947","24,602","1,345",5.2
CN1918300000000,19,183,"Washington County, IA",2011,,"12,311","11,734",577,4.7
CN1918500000000,19,185,"Wayne County, IA",2011,,"2,823","2,667",156,5.5
CN1918700000000,19,187,"Webster County, IA",2011,,"19,771","18,393","1,378",7
CN1918900000000,19,189,"Winnebago County, IA",2011,,"5,444","5,116",328,6
CN1919100000000,19,191,"Winneshiek County, IA",2011,,"12,110","11,507",603,5
CN1919300000000,19,193,"Woodbury County, IA",2011,,"54,549","51,421","3,128",5.7
CN1919500000000,19,195,"Worth County, IA",2011,,"4,287","4,013",274,6.4
CN1919700000000,19,197,"Wright County, IA",2011,,"6,786","6,321",465,6.9
CN2000100000000,20,1,"Allen County, KS",2011,,"7,032","6,468",564,8
CN2000300000000,20,3,"Anderson County, KS",2011,,"4,490","4,148",342,7.6
CN2000500000000,20,5,"Atchison County, KS",2011,,"7,926","7,209",717,9
CN2000700000000,20,7,"Barber County, KS",2011,,"2,778","2,667",111,4
CN2000900000000,20,9,"Barton County, KS",2011,,"15,036","14,252",784,5.2
CN2001100000000,20,11,"Bourbon County, KS",2011,,"6,876","6,259",617,9
CN2001300000000,20,13,"Brown County, KS",2011,,"5,186","4,877",309,6
CN2001500000000,20,15,"Butler County, KS",2011,,"32,445","30,171","2,274",7
CN2001700000000,20,17,"Chase County, KS",2011,,"1,338","1,265",73,5.5
CN2001900000000,20,19,"Chautauqua County, KS",2011,,"1,699","1,559",140,8.2
CN2002100000000,20,21,"Cherokee County, KS",2011,,"10,801","9,924",877,8.1
CN2002300000000,20,23,"Cheyenne County, KS",2011,,"1,346","1,288",58,4.3
CN2002500000000,20,25,"Clark County, KS",2011,,"1,211","1,165",46,3.8
CN2002700000000,20,27,"Clay County, KS",2011,,"4,389","4,141",248,5.7
CN2002900000000,20,29,"Cloud County, KS",2011,,"4,527","4,279",248,5.5
CN2003100000000,20,31,"Coffey County, KS",2011,,"4,649","4,285",364,7.8
CN2003300000000,20,33,"Comanche County, KS",2011,,980,937,43,4.4
CN2003500000000,20,35,"Cowley County, KS",2011,,"17,096","15,896","1,200",7
CN2003700000000,20,37,"Crawford County, KS",2011,,"19,169","17,652","1,517",7.9
CN2003900000000,20,39,"Decatur County, KS",2011,,"1,415","1,347",68,4.8
CN2004100000000,20,41,"Dickinson County, KS",2011,,"10,109","9,442",667,6.6
CN2004300000000,20,43,"Doniphan County, KS",2011,,"4,453","4,105",348,7.8
CN2004500000000,20,45,"Douglas County, KS",2011,,"63,747","60,141","3,606",5.7
CN2004700000000,20,47,"Edwards County, KS",2011,,"1,664","1,589",75,4.5
CN2004900000000,20,49,"Elk County, KS",2011,,"1,382","1,277",105,7.6
CN2005100000000,20,51,"Ellis County, KS",2011,,"17,841","17,209",632,3.5
CN2005300000000,20,53,"Ellsworth County, KS",2011,,"3,491","3,349",142,4.1
CN2005500000000,20,55,"Finney County, KS",2011,,"20,743","19,857",886,4.3
CN2005700000000,20,57,"Ford County, KS",2011,,"18,271","17,483",788,4.3
CN2005900000000,20,59,"Franklin County, KS",2011,,"13,989","12,817","1,172",8.4
CN2006100000000,20,61,"Geary County, KS",2011,,"13,174","11,964","1,210",9.2
CN2006300000000,20,63,"Gove County, KS",2011,,"1,498","1,448",50,3.3
CN2006500000000,20,65,"Graham County, KS",2011,,"1,416","1,357",59,4.2
CN2006700000000,20,67,"Grant County, KS",2011,,"4,104","3,932",172,4.2
CN2006900000000,20,69,"Gray County, KS",2011,,"3,585","3,466",119,3.3
CN2007100000000,20,71,"Greeley County, KS",2011,,842,816,26,3.1
CN2007300000000,20,73,"Greenwood County, KS",2011,,"3,466","3,236",230,6.6
CN2007500000000,20,75,"Hamilton County, KS",2011,,"1,746","1,697",49,2.8
CN2007700000000,20,77,"Harper County, KS",2011,,"2,895","2,731",164,5.7
CN2007900000000,20,79,"Harvey County, KS",2011,,"17,387","16,330","1,057",6.1
CN2008100000000,20,81,"Haskell County, KS",2011,,"2,414","2,329",85,3.5
CN2008300000000,20,83,"Hodgeman County, KS",2011,,"1,109","1,067",42,3.8
CN2008500000000,20,85,"Jackson County, KS",2011,,"7,419","6,973",446,6
CN2008700000000,20,87,"Jefferson County, KS",2011,,"10,450","9,707",743,7.1
CN2008900000000,20,89,"Jewell County, KS",2011,,"1,528","1,456",72,4.7
CN2009100000000,20,91,"Johnson County, KS",2011,,"308,303","291,774","16,529",5.4
CN2009300000000,20,93,"Kearny County, KS",2011,,"2,179","2,083",96,4.4
CN2009500000000,20,95,"Kingman County, KS",2011,,"3,823","3,579",244,6.4
CN2009700000000,20,97,"Kiowa County, KS",2011,,"1,344","1,287",57,4.2
CN2009900000000,20,99,"Labette County, KS",2011,,"11,038","10,039",999,9.1
CN2010100000000,20,101,"Lane County, KS",2011,,959,915,44,4.6
CN2010300000000,20,103,"Leavenworth County, KS",2011,,"34,425","31,917","2,508",7.3
CN2010500000000,20,105,"Lincoln County, KS",2011,,"1,877","1,780",97,5.2
CN2010700000000,20,107,"Linn County, KS",2011,,"4,501","3,999",502,11.2
CN2010900000000,20,109,"Logan County, KS",2011,,"1,774","1,716",58,3.3
CN2011100000000,20,111,"Lyon County, KS",2011,,"17,333","16,222","1,111",6.4
CN2011300000000,20,113,"McPherson County, KS",2011,,"16,652","15,892",760,4.6
CN2011500000000,20,115,"Marion County, KS",2011,,"6,471","6,104",367,5.7
CN2011700000000,20,117,"Marshall County, KS",2011,,"5,992","5,713",279,4.7
CN2011900000000,20,119,"Meade County, KS",2011,,"2,534","2,440",94,3.7
CN2012100000000,20,121,"Miami County, KS",2011,,"16,914","15,696","1,218",7.2
CN2012300000000,20,123,"Mitchell County, KS",2011,,"3,893","3,753",140,3.6
CN2012500000000,20,125,"Montgomery County, KS",2011,,"18,272","16,458","1,814",9.9
CN2012700000000,20,127,"Morris County, KS",2011,,"3,289","3,069",220,6.7
CN2012900000000,20,129,"Morton County, KS",2011,,"1,674","1,612",62,3.7
CN2013100000000,20,131,"Nemaha County, KS",2011,,"5,900","5,672",228,3.9
CN2013300000000,20,133,"Neosho County, KS",2011,,"7,400","6,713",687,9.3
CN2013500000000,20,135,"Ness County, KS",2011,,"1,623","1,568",55,3.4
CN2013700000000,20,137,"Norton County, KS",2011,,"3,138","3,028",110,3.5
CN2013900000000,20,139,"Osage County, KS",2011,,"8,568","7,857",711,8.3
CN2014100000000,20,141,"Osborne County, KS",2011,,"2,261","2,160",101,4.5
CN2014300000000,20,143,"Ottawa County, KS",2011,,"3,270","3,082",188,5.7
CN2014500000000,20,145,"Pawnee County, KS",2011,,"3,481","3,322",159,4.6
CN2014700000000,20,147,"Phillips County, KS",2011,,"3,019","2,866",153,5.1
CN2014900000000,20,149,"Pottawatomie County, KS",2011,,"11,564","10,986",578,5
CN2015100000000,20,151,"Pratt County, KS",2011,,"5,362","5,091",271,5.1
CN2015300000000,20,153,"Rawlins County, KS",2011,,"1,518","1,465",53,3.5
CN2015500000000,20,155,"Reno County, KS",2011,,"32,636","30,664","1,972",6
CN2015700000000,20,157,"Republic County, KS",2011,,"2,683","2,580",103,3.8
CN2015900000000,20,159,"Rice County, KS",2011,,"5,388","5,109",279,5.2
CN2016100000000,20,161,"Riley County, KS",2011,,"35,427","33,724","1,703",4.8
CN2016300000000,20,163,"Rooks County, KS",2011,,"2,726","2,581",145,5.3
CN2016500000000,20,165,"Rush County, KS",2011,,"1,841","1,760",81,4.4
CN2016700000000,20,167,"Russell County, KS",2011,,"3,784","3,607",177,4.7
CN2016900000000,20,169,"Saline County, KS",2011,,"30,761","28,891","1,870",6.1
CN2017100000000,20,171,"Scott County, KS",2011,,"2,725","2,623",102,3.7
CN2017300000000,20,173,"Sedgwick County, KS",2011,,"249,217","229,352","19,865",8
CN2017500000000,20,175,"Seward County, KS",2011,,"10,820","10,321",499,4.6
CN2017700000000,20,177,"Shawnee County, KS",2011,,"92,932","86,630","6,302",6.8
CN2017900000000,20,179,"Sheridan County, KS",2011,,"1,526","1,477",49,3.2
CN2018100000000,20,181,"Sherman County, KS",2011,,"3,205","3,076",129,4
CN2018300000000,20,183,"Smith County, KS",2011,,"2,265","2,174",91,4
CN2018500000000,20,185,"Stafford County, KS",2011,,"2,317","2,198",119,5.1
CN2018700000000,20,187,"Stanton County, KS",2011,,"1,064","1,021",43,4
CN2018900000000,20,189,"Stevens County, KS",2011,,"2,765","2,653",112,4.1
CN2019100000000,20,191,"Sumner County, KS",2011,,"11,573","10,687",886,7.7
CN2019300000000,20,193,"Thomas County, KS",2011,,"4,600","4,431",169,3.7
CN2019500000000,20,195,"Trego County, KS",2011,,"1,494","1,424",70,4.7
CN2019700000000,20,197,"Wabaunsee County, KS",2011,,"3,837","3,597",240,6.3
CN2019900000000,20,199,"Wallace County, KS",2011,,882,834,48,5.4
CN2020100000000,20,201,"Washington County, KS",2011,,"3,309","3,158",151,4.6
CN2020300000000,20,203,"Wichita County, KS",2011,,"1,329","1,278",51,3.8
CN2020500000000,20,205,"Wilson County, KS",2011,,"4,270","3,782",488,11.4
CN2020700000000,20,207,"Woodson County, KS",2011,,"1,718","1,602",116,6.8
CN2020900000000,20,209,"Wyandotte County, KS",2011,,"74,544","67,430","7,114",9.5
CN2100100000000,21,1,"Adair County, KY",2011,,"7,747","6,834",913,11.8
CN2100300000000,21,3,"Allen County, KY",2011,,"9,111","8,215",896,9.8
CN2100500000000,21,5,"Anderson County, KY",2011,,"11,567","10,603",964,8.3
CN2100700000000,21,7,"Ballard County, KY",2011,,"3,884","3,497",387,10
CN2100900000000,21,9,"Barren County, KY",2011,,"19,890","17,940","1,950",9.8
CN2101100000000,21,11,"Bath County, KY",2011,,"4,835","4,224",611,12.6
CN2101300000000,21,13,"Bell County, KY",2011,,"10,190","8,976","1,214",11.9
CN2101500000000,21,15,"Boone County, KY",2011,,"64,221","59,178","5,043",7.9
CN2101700000000,21,17,"Bourbon County, KY",2011,,"10,046","9,198",848,8.4
CN2101900000000,21,19,"Boyd County, KY",2011,,"20,244","18,162","2,082",10.3
CN2102100000000,21,21,"Boyle County, KY",2011,,"13,157","11,743","1,414",10.7
CN2102300000000,21,23,"Bracken County, KY",2011,,"3,981","3,553",428,10.8
CN2102500000000,21,25,"Breathitt County, KY",2011,,"4,410","3,847",563,12.8
CN2102700000000,21,27,"Breckinridge County, KY",2011,,"8,280","7,323",957,11.6
CN2102900000000,21,29,"Bullitt County, KY",2011,,"38,954","35,079","3,875",9.9
CN2103100000000,21,31,"Butler County, KY",2011,,"5,452","4,867",585,10.7
CN2103300000000,21,33,"Caldwell County, KY",2011,,"5,695","5,149",546,9.6
CN2103500000000,21,35,"Calloway County, KY",2011,,"19,019","17,593","1,426",7.5
CN2103700000000,21,37,"Campbell County, KY",2011,,"48,811","44,758","4,053",8.3
CN2103900000000,21,39,"Carlisle County, KY",2011,,"2,305","2,101",204,8.9
CN2104100000000,21,41,"Carroll County, KY",2011,,"5,110","4,487",623,12.2
CN2104300000000,21,43,"Carter County, KY",2011,,"11,696","10,079","1,617",13.8
