"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races"
"0500000US24033","Prince George's County, Maryland","865271","*****","196257","5700","557967","3067","2159","1113","35794","1098","163","208","50760","5416","22171","3282","3810","1533","18361","2684"
"0500000US24037","St. Mary's County, Maryland","105786","*****","84062","734","15018","1686","502","692","2533","347","0","289","434","618","3237","1392","0","289","3237","1392"
"0500000US24043","Washington County, Maryland","147558","*****","126527","1015","15273","994","532","182","1920","394","0","289","553","609","2753","1024","256","293","2497","953"
"0500000US24045","Wicomico County, Maryland","98843","*****","66835","842","24492","1209","1579","1872","2600","273","0","289","1392","1615","1945","930","68","111","1877","921"
"0500000US24510","Baltimore city, Maryland","620583","*****","188657","2792","392953","2887","2389","1527","14284","1423","202","186","7149","2647","14949","3688","589","487","14360","3649"
"0500000US25001","Barnstable County, Massachusetts","215937","*****","202102","1468","4984","779","859","429","2648","447","0","285","1697","1126","3647","1328","672","476","2975","1203"
"0500000US25003","Berkshire County, Massachusetts","131144","*****","121430","1227","3857","754","235","234","1230","400","0","285","1155","1080","3237","1086","522","363","2715","1036"
"0500000US25005","Bristol County, Massachusetts","548612","*****","491080","3198","19663","1825","1333","645","10357","878","76","122","14386","2979","11717","2153","3357","1214","8360","1920"
"0500000US25009","Essex County, Massachusetts","744644","*****","611273","5534","24421","2338","972","514","24298","1135","0","285","67874","5589","15806","2960","3070","1028","12736","2785"
"0500000US25011","Franklin County, Massachusetts","71369","*****","67799","393","768","294","284","303","970","227","0","285","267","260","1281","473","132","217","1149","420"
"0500000US25013","Hampden County, Massachusetts","463678","*****","360805","4695","40221","2240","2278","1358","8851","1128","0","285","40461","5083","11062","2387","2272","1164","8790","2135"
"0500000US25015","Hampshire County, Massachusetts","158094","*****","141216","1021","4000","530","57","108","7752","589","88","144","1074","509","3907","916","933","693","2974","702"
"0500000US25017","Middlesex County, Massachusetts","1506008","*****","1217846","5615","69373","3042","2004","1140","139457","2736","309","316","35903","4683","41116","5513","7438","1701","33678","4927"
"0500000US25021","Norfolk County, Massachusetts","672376","*****","554256","2447","40647","1563","783","408","60312","1411","109","131","7045","2397","9224","1844","2660","1079","6564","1564"
"0500000US25023","Plymouth County, Massachusetts","495780","*****","428075","2411","42551","2648","1445","913","5995","1112","67","116","8433","2291","9214","2161","1780","821","7434","2036"
"0500000US25025","Suffolk County, Massachusetts","723323","*****","402627","6252","159797","3694","1641","969","59772","1602","133","160","49785","5720","49568","6355","7354","2525","42214","6362"
"0500000US25027","Worcester County, Massachusetts","799553","*****","698241","5075","31415","1981","1538","702","31148","1768","301","369","16997","4766","19913","3650","3644","1169","16269","3244"
"0500000US26005","Allegan County, Michigan","111503","*****","104783","1332","1127","502","1227","646","673","201","0","244","684","526","3009","1304","1585","1060","1424","566"
"0500000US26017","Bay County, Michigan","107703","*****","101624","1004","929","748","545","442","591","161","0","244","1288","923","2726","851","462","570","2264","755"
"0500000US26021","Berrien County, Michigan","156805","*****","122420","1047","23948","772","853","391","2798","122","0","244","3761","1066","3025","886","255","204","2770","868"
"0500000US26025","Calhoun County, Michigan","136072","*****","112647","1396","13011","1374","1126","281","2260","320","0","244","1787","1306","5241","1507","106","124","5135","1514"
"0500000US26037","Clinton County, Michigan","75426","*****","70519","518","1132","526","313","226","1364","364","105","131","213","216","1780","716","365","399","1415","632"
"0500000US26045","Eaton County, Michigan","107838","*****","95457","845","6081","892","262","252","1739","372","0","244","876","804","3423","1016","415","350","3008","910"
"0500000US26049","Genesee County, Michigan","424926","*****","318914","1081","84645","2380","1826","836","4109","465","454","458","1648","812","13330","2449","434","256","12896","2483"
"0500000US26055","Grand Traverse County, Michigan","87043","*****","82581","611","1236","614","1388","708","451","249","0","244","421","499","966","564","48","79","918","550"
"0500000US26065","Ingham County, Michigan","280812","*****","215219","2119","31161","1993","1068","454","14458","822","0","244","5869","1735","13037","2153","1298","625","11739","2160"
"0500000US26073","Isabella County, Michigan","70334","*****","62521","346","1957","283","2768","502","1202","182","43","73","241","214","1602","495","74","77","1528","480"
"0500000US26075","Jackson County, Michigan","160201","*****","140395","930","13823","740","413","219","1400","82","0","244","1319","729","2851","873","523","467","2328","710"
"0500000US26077","Kalamazoo County, Michigan","250738","*****","207731","1148","29580","1332","1499","903","5054","1081","76","128","721","342","6077","1576","166","188","5911","1591"
"0500000US26081","Kent County, Michigan","603219","*****","497807","3959","58998","1968","3111","915","14427","714","0","244","11718","3133","17158","3212","2449","1596","14709","2454"
"0500000US26087","Lapeer County, Michigan","88210","*****","84796","603","974","274","108","181","436","404","0","244","884","579","1012","511","32","57","980","525"
"0500000US26091","Lenawee County, Michigan","99763","*****","92956","1190","2059","501","494","285","372","237","0","244","1630","1126","2252","659","380","278","1872","607"
"0500000US26093","Livingston County, Michigan","180972","*****","175007","1076","880","269","618","283","1125","580","88","118","787","1106","2467","700","129","189","2338","687"
"0500000US26099","Macomb County, Michigan","841126","*****","715853","2131","74275","1864","2716","921","25870","1291","195","243","5423","1931","16794","2171","2688","1045","14106","1911"
"0500000US26103","Marquette County, Michigan","67131","*****","62890","256","1103","529","1387","645","372","144","0","244","80","92","1299","416","267","173","1032","365"
"0500000US26111","Midland County, Michigan","83592","*****","78688","491","1130","278","347","238","1764","209","0","244","414","399","1249","543","380","295","869","482"
"0500000US26115","Monroe County, Michigan","151932","*****","144110","654","3372","730","380","271","702","349","23","39","825","595","2520","890","329","288","2191","845"
"0500000US26121","Muskegon County, Michigan","172068","*****","138417","1652","23567","1320","671","372","1151","235","26","43","1811","1458","6425","1632","943","530","5482","1488"
"0500000US26125","Oakland County, Michigan","1203012","*****","934779","2414","161172","2556","2706","768","68082","1992","470","293","6691","1563","29112","3607","3454","1276","25658","3451"
"0500000US26139","Ottawa County, Michigan","264055","*****","234930","2029","2870","504","730","410","7344","496","0","244","10812","2401","7369","1457","2608","1117","4761","830"
"0500000US26145","Saginaw County, Michigan","199911","*****","150235","1819","36710","1913","941","391","2407","339","0","244","3850","1799","5768","2366","903","651","4865","2305"
"0500000US26147","St. Clair County, Michigan","162789","*****","153084","739","3603","562","469","389","789","376","0","244","1183","577","3661","888","369","396","3292","746"
"0500000US26155","Shiawassee County, Michigan","70606","*****","68712","240","294","192","222","182","85","73","144","231","26","51","1123","352","208","239","915","298"
"0500000US26159","Van Buren County, Michigan","76186","*****","66511","1214","3435","576","310","305","151","181","0","244","3518","1237","2261","684","438","259","1823","626"
"0500000US26161","Washtenaw County, Michigan","345290","*****","255658","1128","42799","2304","1891","1063","27481","1026","61","106","3235","899","14165","2377","1679","994","12486","2185"
"0500000US26163","Wayne County, Michigan","1815734","*****","950824","5885","735527","4585","6271","1180","45784","2184","246","178","35363","5882","41719","5044","5401","1851","36318","4678"
"0500000US27003","Anoka County, Minnesota","331302","*****","289932","1949","14256","1372","1815","466","12868","1043","58","94","3978","1846","8395","1867","714","706","7681","1758"
"0500000US27019","Carver County, Minnesota","91361","*****","84256","939","1082","437","95","146","2288","641","0","211","2238","1022","1402","779","0","211","1402","779"
"0500000US27037","Dakota County, Minnesota","399100","*****","339792","2281","18091","2332","1942","994","16031","1093","253","424","10670","2210","12321","2284","841","636","11480","2263"
"0500000US27053","Hennepin County, Minnesota","1154623","*****","880427","3721","133144","3880","8903","1679","71618","2225","447","351","20260","3598","39824","4368","3205","926","36619","4305"
"0500000US27109","Olmsted County, Minnesota","144509","*****","125265","927","6527","1065","87","103","7089","989","72","118","1171","964","4298","1472","312","430","3986","1443"
"0500000US27123","Ramsey County, Minnesota","509320","*****","367116","3029","56680","1839","2927","851","58585","1610","247","328","5448","2015","18317","4177","1175","725","17142","4131"
"0500000US27137","St. Louis County, Minnesota","200155","*****","186665","458","3189","578","5431","718","1695","344","0","211","208","189","2967","839","80","103","2887","839"
"0500000US27139","Scott County, Minnesota","130487","*****","113330","1432","3931","282","782","351","7285","666","0","211","2868","1458","2291","808","78","129","2213","800"
"0500000US27141","Sherburne County, Minnesota","88691","*****","83374","576","2164","132","597","478","1372","616","38","78","509","398","637","393","304","276","333","314"
"0500000US27145","Stearns County, Minnesota","150785","*****","139100","886","4555","880","608","329","3079","371","41","77","1527","933","1875","1007","140","124","1735","1000"
"0500000US27163","Washington County, Minnesota","238844","*****","210874","832","7738","1149","770","434","13119","735","114","187","1056","688","5173","1485","82","103","5091","1489"
"0500000US27171","Wright County, Minnesota","125118","*****","118444","1099","1232","264","269","194","1511","757","0","211","1887","1099","1775","731","14","24","1761","732"
"0500000US28033","DeSoto County, Mississippi","161746","*****","118690","1564","32265","2247","688","618","2252","208","34","64","1708","1093","6109","2561","146","250","5963","2595"
"0500000US28035","Forrest County, Mississippi","75113","*****","45070","812","27390","1031","88","143","366","411","0","287","809","618","1390","931","80","139","1310","936"
"0500000US28047","Harrison County, Mississippi","187785","*****","133729","1392","40596","2057","882","424","5829","583","78","134","1400","975","5271","1957","186","215","5085","1999"
"0500000US28049","Hinds County, Mississippi","245629","*****","69889","1034","171395","975","317","340","1872","230","0","287","1552","1409","604","395","0","287","604","395"
"0500000US28059","Jackson County, Mississippi","139698","*****","102283","1119","30931","673","0","287","2977","479","0","287","1307","986","2200","835","325","386","1875","725"
"0500000US28075","Lauderdale County, Mississippi","80229","*****","44732","1151","32856","1533","360","228","255","269","0","287","29","52","1997","1535","380","464","1617","1467"
"0500000US28089","Madison County, Mississippi","95552","*****","53618","842","36701","368","0","287","2103","192","0","287","2664","842","466","424","0","287","466","424"
"0500000US28121","Rankin County, Mississippi","142018","*****","110753","914","27400","508","235","404","1817","287","0","287","858","687","955","576","287","353","668","474"
"0500000US29019","Boone County, Missouri","163232","*****","134827","1135","15326","1116","697","259","6320","652","172","288","2038","1108","3852","1293","646","542","3206","1266"
"0500000US29021","Buchanan County, Missouri","89144","*****","79495","1228","5559","982","327","139","662","658","0","259","1331","1036","1770","906","46","75","1724","903"
"0500000US29037","Cass County, Missouri","99723","*****","92606","573","3751","579","551","261","703","288","0","259","415","423","1697","747","93","155","1604","715"
"0500000US29043","Christian County, Missouri","77825","*****","75300","259","378","318","239","184","296","292","0","259","0","259","1612","412","0","259","1612","412"
"0500000US29047","Clay County, Missouri","222718","*****","196809","1061","12208","1334","384","261","4203","838","0","259","2281","1109","6833","1724","509","434","6324","1615"
"0500000US29051","Cole County, Missouri","76182","*****","64159","633","8950","1538","204","137","988","257","0","259","948","667","933","1569","0","259","933","1569"
"0500000US29077","Greene County, Missouri","275414","*****","252101","1150","8466","941","1243","749","4065","524","0","259","1941","1120","7598","1398","371","226","7227","1380"
"0500000US29095","Jackson County, Missouri","675259","*****","450844","3802","161985","2218","2196","696","11138","859","1582","327","24278","4150","23236","3559","3351","1552","19885","3162"
"0500000US29097","Jasper County, Missouri","117770","*****","105457","1580","1964","608","1393","489","511","363","0","259","2896","1343","5549","1143","300","502","5249","993"
"0500000US29099","Jefferson County, Missouri","219084","*****","212007","415","1586","770","170","127","892","327","343","465","482","437","3604","658","62","100","3542","694"
"0500000US29165","Platte County, Missouri","89677","*****","77261","652","5423","822","632","310","2471","184","662","675","2017","700","1211","696","80","140","1131","685"
"0500000US29183","St. Charles County, Missouri","361602","*****","328556","1056","17424","1009","531","338","8363","834","0","259","1579","987","5149","1340","442","325","4707","1292"
"0500000US29189","St. Louis County, Missouri","998881","*****","704183","2337","232206","2986","2709","1672","33407","2138","122","145","3982","1790","22272","3695","1439","723","20833","3617"
"0500000US29510","St. Louis city, Missouri","319156","*****","143898","839","157759","1867","535","384","8717","942","0","259","910","543","7337","2421","491","581","6846","2367"
"0500000US30013","Cascade County, Montana","81519","*****","73749","244","1180","232","3734","558","542","365","23","39","240","254","2051","810","43","76","2008","789"
"0500000US30029","Flathead County, Montana","90901","*****","86827","728","0","237","1294","521","567","252","17","29","279","310","1917","770","116","100","1801","703"
"0500000US30031","Gallatin County, Montana","89658","*****","86081","647","93","137","456","255","964","385","171","215","227","238","1666","644","142","144","1524","613"
"0500000US30063","Missoula County, Montana","109494","*****","102404","288","536","453","2897","781","822","372","101","168","118","146","2616","815","114","200","2502","792"
"0500000US30111","Yellowstone County, Montana","148432","*****","134970","1218","846","172","5911","1044","1334","166","0","237","2072","1250","3299","1179","172","232","3127","1160"
"0500000US31055","Douglas County, Nebraska","518777","*****","415156","3407","58133","2536","3914","1086","11681","1797","605","350","12213","3167","17075","3486","1713","977","15362","3407"
"0500000US31109","Lancaster County, Nebraska","286141","*****","255495","1222","9607","2349","1481","616","10629","502","1216","1822","1099","748","6614","1535","428","323","6186","1501"
"0500000US31153","Sarpy County, Nebraska","159709","*****","141934","1584","6139","995","787","324","3051","1061","284","326","2811","1230","4703","1541","1127","1138","3576","1252"
"0500000US32003","Clark County, Nevada","1954260","*****","1327507","13314","202325","4743","9340","1592","170349","5037","14429","1732","149601","12545","80709","7220","13200","3014","67509","6753"
"0500000US32031","Washoe County, Nevada","422528","*****","353076","4407","10790","1187","6919","936","22095","1903","870","518","13727","3799","15051","3127","2152","878","12899","2879"
"0500000US33005","Cheshire County, New Hampshire","77049","*****","73953","417","252","250","166","175","1156","508","0","257","398","326","1124","532","198","207","926","440"
"0500000US33009","Grafton County, New Hampshire","89108","*****","83051","435","725","418","112","144","2418","559","0","257","349","319","2453","753","341","423","2112","712"
"0500000US33011","Hillsborough County, New Hampshire","401057","*****","365537","3146","7352","723","1160","670","13777","782","191","304","6756","3050","6284","1461","643","635","5641","1364"
"0500000US33013","Merrimack County, New Hampshire","146400","*****","139922","302","1859","245","226","172","2295","506","15","28","303","170","1780","604","170","167","1610","571"
"0500000US33015","Rockingham County, New Hampshire","295360","*****","282953","892","2878","693","349","252","4807","682","91","155","303","283","3979","1097","201","168","3778","1073"
"0500000US33017","Strafford County, New Hampshire","123198","*****","115079","879","1068","651","212","192","3027","780","0","257","1244","1009","2568","1140","307","436","2261","1044"
"0500000US34001","Atlantic County, New Jersey","274685","*****","184736","4383","44005","1954","554","269","21383","862","716","861","15618","4235","7673","2318","4243","1806","3430","1294"
"0500000US34003","Bergen County, New Jersey","906541","*****","666546","5193","49811","2143","2061","1145","131089","2427","0","281","39831","5150","17203","2780","4444","1322","12759","2552"
"0500000US34005","Burlington County, New Jersey","449149","*****","334694","2086","74845","2199","536","454","19499","1065","141","225","6420","1585","13014","2534","2476","1180","10538","2333"
"0500000US34007","Camden County, New Jersey","513607","*****","325499","3549","97319","2353","2228","946","25859","1368","34","58","46298","4588","16370","3201","6170","1932","10200","2622"
"0500000US34009","Cape May County, New Jersey","97253","*****","88869","1399","4034","1368","1618","1460","969","313","0","281","272","221","1491","1035","166","261","1325","985"
"0500000US34011","Cumberland County, New Jersey","157149","*****","97106","3283","32075","1744","1031","464","2062","277","0","281","18236","3497","6639","1738","2049","879","4590","1637"
"0500000US34013","Essex County, New Jersey","784228","*****","341723","7281","319381","2973","2659","991","36329","1349","40","67","44786","6546","39310","5595","6927","2046","32383","5597"
"0500000US34015","Gloucester County, New Jersey","288581","*****","239453","1770","28775","1528","412","299","7611","846","113","189","5424","1920","6793","1700","1640","774","5153","1576"
"0500000US34017","Hudson County, New Jersey","635294","*****","326560","8134","82880","3579","1336","547","84760","2081","0","281","118741","8431","21017","3230","8444","2303","12573","2360"
"0500000US34019","Hunterdon County, New Jersey","128373","*****","117555","877","3161","405","208","219","3973","524","102","170","1529","931","1845","699","106","177","1739","646"
"0500000US34021","Mercer County, New Jersey","366789","*****","229142","4983","75871","1500","786","126","32365","930","0","281","20930","4754","7695","1744","2329","1181","5366","1575"
"0500000US34023","Middlesex County, New Jersey","810986","*****","515634","4976","74513","2346","1478","431","175464","2087","228","228","22356","4361","21313","3466","6506","1974","14807","3346"
"0500000US34025","Monmouth County, New Jersey","630966","*****","525380","4322","46068","1721","276","237","31260","1536","0","281","10244","3710","17738","4343","2892","1552","14846","3951"
"0500000US34027","Morris County, New Jersey","492694","*****","406190","4638","15971","975","736","522","43945","1545","0","281","17888","4730","7964","1980","3171","1212","4793","1667"
"0500000US34029","Ocean County, New Jersey","577603","*****","525207","3541","16710","2009","106","150","8863","1173","321","436","15124","3528","11272","3231","2883","1254","8389","2486"
"0500000US34031","Passaic County, New Jersey","501860","*****","340256","6883","60731","1979","1385","491","26289","884","0","281","63506","6657","9693","2794","3492","1233","6201","2611"
"0500000US34033","Salem County, New Jersey","66058","*****","53833","789","10046","912","41","57","347","356","0","281","893","580","898","531","141","180","757","540"
"0500000US34035","Somerset County, New Jersey","324194","*****","226154","3981","27511","1114","541","419","44609","1748","206","339","17320","4055","7853","2300","1226","830","6627","2031"
"0500000US34037","Sussex County, New Jersey","149239","*****","140068","928","2844","563","297","390","2507","578","0","281","1179","812","2344","842","457","410","1887","777"
"0500000US34039","Union County, New Jersey","537661","*****","319203","6528","115299","3020","549","189","23293","1524","599","963","68994","6563","9724","2265","2498","1262","7226","2030"
"0500000US34041","Warren County, New Jersey","108714","*****","99477","976","4294","508","118","134","2601","522","0","281","761","591","1463","932","468","693","995","634"
"0500000US35001","Bernalillo County, New Mexico","664639","*****","469393","9339","19093","1374","29613","1731","15046","1168","57","95","104801","9763","26636","3363","11194","2572","15442","2793"
"0500000US35005","Chaves County, New Mexico","65779","*****","56296","2883","864","941","880","365","485","596","152","292","6313","2704","789","551","576","475","213","284"
"0500000US35013","Do?a Ana County, New Mexico","210538","*****","189521","3150","2611","573","2369","1059","2244","369","6","11","9842","2465","3945","1112","1542","795","2403","800"
"0500000US35031","McKinley County, New Mexico","71797","*****","11718","1393","326","320","53936","1214","518","101","39","73","3415","1267","1845","791","395","276","1450","765"
"0500000US35043","Sandoval County, New Mexico","132330","*****","97874","2699","3210","705","18031","1339","1685","619","180","282","7815","2158","3535","1120","1099","718","2436","851"
"0500000US35045","San Juan County, New Mexico","130145","*****","72390","2134","285","322","48931","1431","194","182","206","271","4684","1775","3455","1494","746","462","2709","1460"
"0500000US35049","Santa Fe County, New Mexico","144606","*****","121531","3406","898","277","4247","604","1311","468","0","285","11385","2849","5234","1613","1409","871","3825","1296"
"0500000US35061","Valencia County, New Mexico","76759","*****","42259","2783","1085","240","2303","525","531","178","0","285","28200","2891","2381","1079","1440","939","941","636"
"0500000US36001","Albany County, New York","303833","*****","238220","1615","39731","1438","770","307","14010","1658","0","275","4455","1759","6647","1809","1815","840","4832","1786"
"0500000US36005","Bronx County, New York","1386657","*****","317773","11498","485789","7852","7474","2098","47346","2151","190","266","471869","13568","56216","6029","32850","4073","23366","3742"
"0500000US36007","Broome County, New York","200272","*****","177671","1064","8352","1097","495","359","6624","881","0","275","1713","960","5417","1617","550","499","4867","1537"
"0500000US36009","Cattaraugus County, New York","80229","*****","74776","212","1259","162","2540","380","628","25","0","275","292","193","734","426","85","77","649","418"
"0500000US36011","Cayuga County, New York","79978","*****","74170","456","2678","887","219","258","1710","886","0","275","422","291","779","412","199","177","580","428"
"0500000US36013","Chautauqua County, New York","134768","*****","125052","1215","3499","765","807","220","812","121","35","61","2163","1232","2400","893","311","281","2089","765"
"0500000US36015","Chemung County, New York","88824","*****","78703","654","6075","1240","338","300","847","692","0","275","205","314","2656","1000","7","7","2649","1000"
"0500000US36019","Clinton County, New York","82115","*****","76459","340","3407","700","409","556","926","226","0","275","326","262","588","432","114","137","474","426"
"0500000US36027","Dutchess County, New York","297577","*****","237846","2626","30137","2129","877","466","10971","624","0","275","11434","2424","6312","1926","741","466","5571","1926"
"0500000US36029","Erie County, New York","918652","*****","737116","2847","119408","2952","6006","1081","22674","2749","104","174","13240","2958","20104","3822","1590","954","18514","3828"
"0500000US36045","Jefferson County, New York","116582","*****","101988","839","5201","914","547","316","1938","305","949","999","2432","825","3527","1080","1077","860","2450","734"
"0500000US36047","Kings County, New York","2508340","*****","1124497","11783","854773","6848","11538","2991","263896","3721","1215","506","202617","12095","49804","5348","13499","2703","36305","4591"
"0500000US36051","Livingston County, New York","65333","*****","61402","501","1443","491","98","115","707","477","58","96","515","496","1110","571","19","33","1091","572"
"0500000US36053","Madison County, New York","73439","*****","69807","274","1378","526","332","433","475","250","0","275","53","88","1394","687","79","116","1315","681"
"0500000US36055","Monroe County, New York","744389","*****","571892","3545","110968","2611","2188","628","25124","1410","187","237","18036","3736","15994","2453","2858","1297","13136","2257"
"0500000US36059","Nassau County, New York","1341245","*****","966449","7588","146040","3197","1578","750","106254","2246","50","77","86507","7843","34367","5472","13688","4463","20679","4212"
"0500000US36061","New York County, New York","1586698","*****","912880","9980","247629","7103","4697","1161","177195","3112","469","450","175789","11274","68039","6791","15274","2819","52765","6177"
"0500000US36063","Niagara County, New York","216546","*****","192397","975","15747","960","587","319","2150","184","123","210","1118","904","4424","1038","235","260","4189","960"
"0500000US36065","Oneida County, New York","234845","*****","203821","974","11512","1605","840","566","7060","309","298","441","3965","935","7349","1427","926","389","6423","1381"
"0500000US36067","Onondaga County, New York","467204","*****","380452","1692","49847","2060","4093","1213","14949","595","49","83","6496","2154","11318","2310","1366","602","9952","2198"
"0500000US36069","Ontario County, New York","108116","*****","101196","996","2773","1220","205","189","1329","153","0","275","272","373","2341","450","314","286","2027","328"
"0500000US36071","Orange County, New York","373355","*****","282694","3394","39144","1444","1007","468","9099","779","133","155","31612","3852","9666","2650","3543","1728","6123","1833"
"0500000US36075","Oswego County, New York","122114","*****","117833","593","888","334","238","174","803","172","0","275","264","291","2088","611","114","207","1974","535"
"0500000US36079","Putnam County, New York","99713","*****","86774","1220","1975","593","66","91","2041","777","0","275","6446","1217","2411","1152","530","418","1881","1089"
"0500000US36081","Queens County, New York","2233841","*****","938544","12324","411792","6062","8292","2004","519980","6712","2009","812","279895","12345","73329","6732","26782","4008","46547","5977"
"0500000US36083","Rensselaer County, New York","159428","*****","140080","1326","7610","1425","371","276","3548","349","31","55","2085","1159","5703","1452","111","117","5592","1451"
"0500000US36085","Richmond County, New York","469363","*****","355328","4414","48499","1941","1178","914","37709","1299","0","275","18343","3547","8306","2257","2327","1024","5979","2018"
"0500000US36087","Rockland County, New York","312183","*****","228171","3595","38962","1586","426","263","20124","613","61","95","19583","4025","4856","1441","1292","547","3564","1282"
"0500000US36089","St. Lawrence County, New York","111894","*****","104832","440","2374","461","568","392","1351","354","0","275","545","332","2224","763","370","243","1854","654"
"0500000US36091","Saratoga County, New York","219960","*****","207556","804","3201","519","339","346","2638","579","101","154","949","818","5176","1026","734","534","4442","824"
"0500000US36093","Schenectady County, New York","154889","*****","125433","1485","15807","1280","803","176","5895","592","0","275","3913","1716","3038","1251","447","350","2591","1210"
"0500000US36101","Steuben County, New York","98930","*****","94196","336","2015","360","131","125","1249","122","0","275","266","218","1073","644","182","172","891","635"
"0500000US36103","Suffolk County, New York","1494434","*****","1210193","9680","110611","4004","3521","1325","49747","1929","124","201","90203","9161","30035","4087","8375","2740","21660","3435"
"0500000US36105","Sullivan County, New York","77500","*****","61365","1397","7510","1070","114","119","1205","165","0","275","5120","1717","2186","1220","937","898","1249","729"
"0500000US36109","Tompkins County, New York","101620","*****","83846","690","4838","936","220","282","9913","490","0","275","1206","590","1597","575","204","171","1393","570"
"0500000US36111","Ulster County, New York","182435","*****","160048","1475","9673","1983","395","351","3302","519","49","88","2807","1157","6161","1974","1036","737","5125","1777"
"0500000US36117","Wayne County, New York","93753","*****","88029","700","2559","1027","576","551","466","461","0","275","415","447","1708","802","217","251","1491","728"
"0500000US36119","Westchester County, New York","950541","*****","633385","7390","131984","3755","1096","563","50680","1931","0","275","100352","8250","33044","4781","7707","2221","25337","4398"
"0500000US37001","Alamance County, North Carolina","151528","*****","104230","1649","27365","1371","214","271","1281","881","83","140","13155","2004","5200","1916","1252","996","3948","1548"
"0500000US37019","Brunswick County, North Carolina","107992","*****","91738","1205","11715","1388","391","283","469","417","0","289","876","1187","2803","1250","0","289","2803","1250"
"0500000US37021","Buncombe County, North Carolina","238832","*****","211845","2043","14382","1637","604","351","2426","377","668","617","2881","1719","6026","1525","1136","789","4890","1264"
"0500000US37023","Burke County, North Carolina","90771","*****","77760","1373","5909","874","229","245","3031","250","189","279","1672","1237","1981","870","599","522","1382","746"
"0500000US37025","Cabarrus County, North Carolina","178588","*****","140769","2120","26979","1457","861","615","3751","303","54","89","3598","2301","2576","1060","336","343","2240","958"
"0500000US37027","Caldwell County, North Carolina","82998","*****","75163","1202","4617","909","717","1009","395","394","0","289","1314","1216","792","524","0","289","792","524"
"0500000US37031","Carteret County, North Carolina","66685","*****","59345","673","3828","722","350","572","393","394","0","289","1479","1072","1290","832","134","188","1156","834"
"0500000US37035","Catawba County, North Carolina","154389","*****","127510","1918","13113","979","365","246","5298","487","0","289","4881","2038","3222","1104","708","622","2514","964"
"0500000US37045","Cleveland County, North Carolina","98050","*****","75196","484","20616","440","298","159","861","289","0","289","364","484","715","487","0","289","715","487"
"0500000US37049","Craven County, North Carolina","103908","*****","73263","1370","21552","1162","534","245","1074","989","0","289","2448","1353","5037","1661","458","419","4579","1752"
"0500000US37051","Cumberland County, North Carolina","320267","*****","166514","2385","114786","3003","2327","912","6900","908","1288","157","9943","2558","18509","3585","1347","749","17162","3457"
"0500000US37057","Davidson County, North Carolina","162930","*****","139950","1743","15004","628","763","301","2482","853","76","130","2999","1591","1656","738","418","375","1238","629"
"0500000US37063","Durham County, North Carolina","268454","*****","123392","3009","101507","1451","344","175","11603","1007","65","105","24692","3094","6851","1589","290","217","6561","1600"
"0500000US37067","Forsyth County, North Carolina","351335","*****","225490","4439","93183","2179","911","636","7437","604","130","158","17358","4147","6826","2513","1613","942","5213","2447"
"0500000US37071","Gaston County, North Carolina","206213","*****","161970","1920","31661","1104","520","395","2664","351","0","289","5888","1772","3510","1053","308","279","3202","1027"
"0500000US37081","Guilford County, North Carolina","489681","*****","284656","4107","156852","2393","2507","1028","19916","911","0","289","12712","4018","13038","2640","1774","1099","11264","2525"
"0500000US37085","Harnett County, North Carolina","115733","*****","79868","2074","25064","612","1217","848","1271","265","0","289","3957","2600","4356","2491","284","217","4072","2525"
"0500000US37089","Henderson County, North Carolina","106978","*****","96847","1914","3671","671","237","293","1154","165","0","289","2714","1718","2355","1423","1201","1146","1154","679"
"0500000US37097","Iredell County, North Carolina","159771","*****","131138","1543","19243","1379","723","1065","3324","714","0","289","3464","1481","1879","1084","229","241","1650","1045"
"0500000US37101","Johnston County, North Carolina","169735","*****","134143","2492","27232","1399","232","265","157","160","0","289","4675","2313","3296","1344","386","442","2910","1166"
"0500000US37119","Mecklenburg County, North Carolina","923427","*****","535308","6057","284737","3839","4408","1310","42720","1797","152","244","33910","5911","22192","3640","3491","1685","18701","3628"
"0500000US37125","Moore County, North Carolina","88569","*****","73053","742","12306","688","304","243","636","245","0","289","501","438","1769","775","695","464","1074","650"
